fx(rel),fy(rel),skew,u,v
0.05183582546558307,0.20790207422811977,33.53984066896221,6.385609641295281,64.72357925191079
0.04280169667570749,0.04513917402345419,23.24170276274221,1.5696347613019936,11.353662719279688
0.09651910315055567,0.05052878742009875,13.768592730240117,22.904336003168474,5.904909577728569
0.02462820097790234,0.09082776891501385,6.39539678097793,8.083458150022713,24.08827632735957
0.040428874302591795,0.2086368761464596,2.088288199290748,0.5831331946012497,9.115412757504446
0.05999351451619816,0.014359621374849666,174.9414434433466,3.771388000076045,9.44802278813432
0.028404170886550218,0.11125329768348069,110.43631238757462,23.304552690005362,26.298746495922234
0.018032367780693108,0.05777104277270928,19.961899891191287,11.803889242412865,4.595053704664232
0.08873765424012549,0.02444402169654245,33.279816718779394,9.287596130709794,4.186237861654508
0.01948741309151569,0.022773755013554706,66.13239947950198,7.586227243996663,1.0333044775933176
0.13304884668493072,0.03579989243504542,3.9532018153611315,14.945319668508734,22.860669405637196
0.1515599741355438,0.03607916569020813,51.04926447583474,20.937298944182672,17.82793846579351
0.0008130840906710546,0.011002463698949555,20.82524277285309,4.342232089726892,11.021048786256715
0.08752286681882412,0.055765183649369075,18.178361693291855,7.158595386915925,9.172810547849798
0.047591718456987564,0.05264411796447609,9.121547899464144,20.14442675999852,5.769808572863942
0.06692022857614825,0.008476677391428893,8.394753659554768,13.226718593789686,5.710300925234306
0.06145244901893284,0.013834690493573476,239.05959805025424,7.367497556122369,7.2731869167921
0.06982494220996466,0.013367187506657729,4.213537724368624,10.220946983261127,18.60346599411541
0.009295195969007523,0.02077934128324091,20.419059150767378,10.152472819103597,18.491196029541143
0.007890511014876892,0.04093385813311227,23.71174475570517,2.6782887187838833,4.278949657161165
0.05174482177929986,0.023588962286750188,67.02873010871282,18.592098716401605,9.554969327605122
0.040341024713540036,0.032025187294112016,10.930858309982403,8.83906728210551,2.877250829796611
0.054566707350167006,0.08400006516571466,15.87735765061157,0.4766987547998771,0.9639638149667411
0.08861038470659241,0.06945891279447937,57.18670253106184,17.18634522542567,18.75833707082461
0.09492110001889807,0.048197097963266856,4.24821065377371,1.5755125636110265,22.274586741831936
0.05783622076634879,0.0037642313447665858,2.8502370970765254,3.0183390252149547,8.201112911118775
0.0054780636573786975,0.012125225563533945,8.757208129741937,3.088875761234478,16.8608213549227
0.025661513183713056,0.023599723244947312,0.35772965549424907,5.332106068382271,4.047087718042429
0.09267203502377742,0.041798008607489126,55.65084699477572,22.74143038518508,0.40608896184360976
0.09294530865478669,0.23459497882005054,7.088726991888272,5.301773350357073,21.68241424245855
0.1128721217660227,0.029828836952873188,99.59665669109083,2.461832425625296,0.54935318990942
0.009415331354273235,0.047270675772785126,25.795533986240304,4.0448494930144,9.729663363943308
0.11822947637214247,0.04476420678111731,27.504722900000033,15.908778575030219,23.506361676016773
0.019086282215352073,0.0036887432009351643,90.53177205701813,5.4767886423225,0.5270762710621845
0.03221987789053481,0.016017984229628496,78.94853795472604,2.2188152193677673,11.289871532135873
0.15348511962830752,0.05359835092062622,99.03738144652742,1.9569321888167175,6.759286742249517
0.013556211749739077,0.09876119766559725,59.762995447790146,24.16475567287542,31.94070373469365
0.0012424992316099406,0.03356667022194938,45.131099492972794,1.1501876198556067,8.014100790452874
0.026043752942843185,0.030602668993539965,56.75433915524723,1.33559994277821,5.49600027830291
0.13826628154606704,0.09378160024804799,54.86314808848914,9.29371676526841,2.9618921202740625
0.07338469316806277,0.05275753031263389,131.33439417873902,25.811049117211834,18.371956646287757
0.04599491075373976,0.03046552500829307,67.3935114484616,2.5937798192859716,7.3507923872664716
0.1238359981202616,0.19728612868856202,330.76719792785485,10.057994350857,13.648869685353015
0.0367252035283027,0.0035421416083605663,51.945039552267744,5.601876337287945,4.090699049312331
0.11413590291246146,0.0698596004743274,114.28259908547606,16.663146914009538,5.288142816204067
0.010696305008355125,0.02980202393329546,11.165675273893852,27.843397613462333,38.78045110282731
0.010360596155121698,0.07141866374724475,72.31976347655619,2.857227917917726,0.11089137582978892
0.06612347588139403,0.04829953428715453,15.023593347083619,0.13783712398009407,16.32862197751137
0.036563580077946314,0.00731359475383556,21.239586918991392,2.6309844307404777,30.22158416658065
0.03351788934941669,0.05326966618375423,55.824613322374034,4.661687558009479,17.656709595336544
