fx(rel),fy(rel),skew,u,v
0.00754563969685023,0.04701423891126137,69.84140957181509,11.575806067263288,11.019410281777692
0.025860588919749718,0.06529642170845681,111.44796815814854,10.665892401981909,25.072527689563298
0.07613534389864617,0.025824729674725405,27.02015327075923,2.9324705461663543,8.792158137801396
0.014465938981465228,0.035991236067781304,37.23933221780593,3.8333143921813457,4.5554422659174945
0.0769098772321388,0.004229146030135439,157.02015593525334,21.711813638456103,7.120502531131486
0.013335314568640342,0.023141999812955418,14.710696637828656,5.364644022988431,0.9031766238672418
0.018031396874866004,0.05131683119652348,28.288657021800347,1.777003653247907,2.7899729275451746
0.015903820138385413,0.006880445245162491,48.335866845413555,18.526383767464345,18.94565280091431
0.006699888736437856,0.05129219141736758,22.06557257830806,7.400488239671848,3.907378993910421
0.029636068628091834,0.048211807886025325,69.85708467188923,6.601398282407007,3.12986956123017
0.032313383478722583,0.0729313967575522,46.73677175492042,10.142524200909806,13.51606841569467
0.027789520121569808,0.011759934551102334,5.051561046934474,13.003857077795873,1.8516944739975232
0.03738474893116756,0.01995961314486158,18.479695255547046,1.3744118823597842,14.861967098220715
0.03567660068139571,0.030822458895526324,7.762595124808505,5.499764119486871,0.47668822682970013
0.026847263606024855,0.004750318974526749,0.3291040294208407,14.280504573998508,7.904466264822684
0.06432917838999469,0.07149702792385573,77.21839746117877,9.363812701814048,13.964364192656381
0.002614648206691868,0.0021192935146872286,2.1407062366040464,1.3867212472723243,0.18743837570154787
0.004939573368629681,0.010651966739574619,5.439423472086168,0.3751378383076506,4.671748826412364
0.02624940048699159,0.011242779098977848,40.14165196029181,10.97976394683293,2.1563311296797276
0.1233153664773447,0.0020009389151489356,119.42995933072638,2.1440636245616247,4.772954452908462
0.045251967582021504,0.007255669942796203,26.00171093237391,3.0199368737790904,5.879814904415675
0.0031072374080373492,0.09739385739280487,41.792536361722654,6.076054748590826,6.653423013163304
0.014477117844206078,0.029760528193772076,26.416151111104185,3.0258543234987307,13.375661711248556
0.05841087415591835,0.0350246704622607,81.46201624592331,0.3445601871967783,8.887425740264884
0.0006363417353113618,0.06383796518332076,30.116276439568892,4.9579052679477,0.807035600339639
0.029553452641327225,0.0006795796343485562,7.182834023842786,10.642671533223071,0.6738471142673845
0.02698734492245035,0.014002067374515492,91.51833728653853,10.036327035457692,9.493399857381094
0.023783173674265412,0.04303402254871446,5.998046498269628,6.803429654376664,12.839145692484541
0.049478030350480255,0.00036144014996045826,70.60456713718621,8.757783345676517,9.762664839870483
0.027648281415337577,0.029702158939773314,4.030369139139186,8.184700980404362,5.596661682980421
0.06571957119748208,0.011885233246961434,70.10242166738462,16.166066856160995,1.837475313405208
0.012577105570600792,0.006849305065111708,9.434293638425174,12.276535584124652,2.2239841898709956
0.04626430517708309,0.021232405436554132,8.055426552693,2.851898427464242,7.8179730759432005
0.04590762796584761,0.054318646180174256,85.08510152596031,5.768791161764385,8.684597908794847
0.024982819669984793,0.07013832884159342,13.708606305792292,8.699661916044947,9.874202405506777
0.05296837075807537,0.05518303027071738,12.2259425624482,2.0941992991220584,5.800546597615986
0.021951302848696515,0.03281468987643655,8.588344160915684,10.143248765651778,1.377561645575545
0.06567559674417499,0.01204831473615991,18.182484047925143,3.3885558306345813,13.968413771029812
0.02925988477407759,0.05990792155062195,44.76997924432269,1.3009513473357428,16.05738339542758
0.014325216190166884,0.05863312483081586,34.648158403689145,5.512916995971901,0.3906398780440963
0.08836952422186187,0.05140606047760571,125.55086829810713,20.75854902180752,8.874906475529674
0.032790376969531965,0.001143178806092692,30.59407553005262,1.72901209277965,11.217414010296556
0.002306946162331201,0.004488616325690941,83.2261074972858,2.851392841050415,11.455669937346826
0.050950988501314444,0.03994776738136284,153.9030758241041,14.190805462593847,6.381994510724995
0.03518355932995132,0.003684151236397838,10.889791053248121,6.396865746339001,6.167077761650928
0.057115389431044605,0.010840218207827433,0.032525785795946116,11.469447270917508,13.395712863164665
0.06310895327774324,0.03678908102237006,103.7341160887798,2.5980669906074256,1.493834359728131
0.002297207269656951,0.0242778155329911,53.45248251997758,9.8120216695294,11.137907046456503
0.03878478296002095,0.04650177778385069,76.3155233082227,6.201637067113678,0.46519094657471194
0.01785869085944671,0.035780450030762724,49.39968483194371,9.370698209542036,6.407889819098697
