fx,fy,skew,u,v
992.4543603031498,1047.0142389112614,69.84140957181509,-11.575806067263288,-11.019410281777692
1025.8605889197497,1065.2964217084568,112.44796815814854,-9.665892401981909,-24.072527689563298
923.8646561013538,974.1752703252746,-26.02015327075923,-1.9324705461663543,-7.792158137801396
1014.4659389814652,964.0087639322187,-36.23933221780593,-2.8333143921813457,5.5554422659174945
1076.9098772321388,1004.2291460301354,158.02015593525334,-20.711813638456103,-6.120502531131486
986.6646854313597,976.8580001870446,-13.710696637828656,6.364644022988431,1.9031766238672418
1018.031396874866,948.6831688034765,29.288657021800347,2.777003653247907,-1.7899729275451746
984.0961798616146,993.1195547548375,49.335866845413555,19.526383767464345,19.94565280091431
993.3001112635621,1051.2921914173676,-21.06557257830806,8.400488239671848,4.907378993910421
970.3639313719082,1048.2118078860253,-68.85708467188923,7.601398282407007,-2.12986956123017
967.6866165212774,1072.9313967575522,47.73677175492042,-9.142524200909806,-12.51606841569467
972.2104798784302,1011.7599345511023,6.051561046934474,14.003857077795873,2.851694473997523
962.6152510688324,980.0403868551384,-17.479695255547046,2.374411882359784,15.861967098220715
964.3233993186043,969.1775411044737,-6.762595124808505,-4.499764119486871,1.4766882268297001
1026.8472636060249,1004.7503189745267,1.3291040294208407,-13.280504573998508,8.904466264822684
935.6708216100053,1071.4970279238557,-76.21839746117877,10.363812701814048,-12.964364192656381
1002.6146482066919,1002.1192935146872,3.1407062366040464,-0.3867212472723242,1.1874383757015479
1004.9395733686297,1010.6519667395746,-4.439423472086168,0.6248621616923494,5.671748826412364
1026.2494004869916,988.7572209010222,41.14165196029181,11.97976394683293,3.1563311296797276
1123.3153664773447,997.9990610848511,120.42995933072638,-1.1440636245616247,5.772954452908462
954.7480324179785,1007.2556699427962,-25.00171093237391,-2.0199368737790904,-4.879814904415675
1003.1072374080373,1097.3938573928049,-40.792536361722654,-5.076054748590826,-5.653423013163304
985.5228821557939,970.2394718062279,-25.416151111104185,4.025854323498731,14.375661711248556
941.5891258440817,964.9753295377393,-80.46201624592331,1.3445601871967783,9.887425740264884
999.3636582646886,936.1620348166792,31.116276439568892,-3.9579052679477003,0.19296439966036105
970.4465473586728,1000.6795796343486,-6.182834023842786,-9.642671533223071,0.3261528857326155
973.0126550775497,985.9979326254845,-90.51833728653853,11.036327035457692,10.493399857381094
976.2168263257346,956.9659774512855,-4.998046498269628,-5.803429654376664,13.839145692484541
950.5219696495197,1000.3614401499605,-69.60456713718621,-7.757783345676517,10.762664839870483
1027.6482814153376,970.2978410602267,-3.0303691391391863,-7.184700980404361,6.596661682980421
1065.719571197482,988.1147667530386,71.10242166738462,-15.166066856160995,-0.8374753134052081
987.4228944293992,1006.8493050651117,10.434293638425174,-11.276535584124652,3.2239841898709956
1046.264305177083,1021.2324054365541,-7.055426552692999,-1.8518984274642418,-6.8179730759432005
954.0923720341524,1054.3186461801743,-84.08510152596031,-4.768791161764385,9.684597908794847
1024.9828196699848,929.8616711584066,14.708606305792292,9.699661916044947,10.874202405506777
947.0316292419246,944.8169697292826,-11.2259425624482,-1.0941992991220584,6.800546597615986
1021.9513028486965,967.1853101235635,-7.588344160915684,-9.143248765651778,2.377561645575545
1065.675596744175,1012.0483147361599,19.182484047925143,-2.3885558306345813,-12.968413771029812
1029.2598847740776,1059.907921550622,45.76997924432269,2.300951347335743,-15.057383395427577
1014.3252161901669,1058.6331248308159,-33.648158403689145,-4.512916995971901,1.3906398780440963
1088.3695242218619,1051.4060604776057,126.55086829810713,-19.75854902180752,-7.8749064755296745
967.209623030468,998.8568211939073,-29.59407553005262,-0.72901209277965,12.217414010296556
997.6930538376688,1004.4886163256909,84.2261074972858,3.851392841050415,-10.455669937346826
1050.9509885013144,1039.9477673813628,154.9030758241041,-13.190805462593847,-5.381994510724995
1035.1835593299513,996.3158487636022,11.889791053248121,7.396865746339001,-5.167077761650928
1057.1153894310446,1010.8402182078274,0.9674742142040539,12.469447270917508,14.395712863164665
1063.1089532777432,963.21091897763,104.7341160887798,-1.5980669906074254,2.493834359728131
997.702792730343,975.7221844670089,54.45248251997758,-8.8120216695294,12.137907046456503
1038.784782960021,953.4982222161493,77.3155233082227,7.201637067113678,0.5348090534252881
982.1413091405533,964.2195499692373,-48.39968483194371,-8.370698209542036,-5.407889819098697
