fx,fy,skew,u,v
953.4133536372148,1024.9078780508955,76.27678119062404,5.415966796929994,-3.4124348040555565
933.8233032050268,1056.8889191955775,27.996072541500233,8.116008580761344,-4.3084584175834095
923.5278942399087,1040.917160062281,-21.715652877170562,1.73297764544399,-15.641657444323428
1029.8095954314745,1039.5738196156747,118.35483792303863,-5.567392858929429,8.766752686115884
1030.7810097183549,1312.708553888325,135.51925959936958,-10.075525910318115,-19.302416248065594
1063.9492898720748,1013.7290187931638,-107.84253209137047,-23.438169271045897,-11.872179199855763
1029.4062788757117,1142.5682569921485,-57.809297081996675,-7.778200299396685,21.269813777311562
953.5187455724407,980.1143819133567,-20.028105338379184,14.94579531515329,-8.948262995832186
1004.6548988939666,994.6352072289916,2.8113038088600666,-22.160839890596208,5.435604930216023
1038.3394497112351,1118.398434879035,-29.854204777692367,8.253845613360397,-16.913259015734816
955.3085179779005,983.2018557361584,-167.34127138220268,-13.504569707795582,6.708091839006514
1013.7104565386774,1106.3097030536705,-64.03966747383264,9.40467616989581,10.499788001625516
985.5393504314336,986.1240044739092,115.42767372836104,-8.87327893267439,3.1683552698756476
1038.8156636176284,1149.7061305366474,42.28494981081386,-10.95290090483574,5.005844763233999
991.224034155131,1036.1024215357577,-72.23462241774904,11.89080487911486,-26.901764323375485
1110.4917526067986,1107.0231088757948,-19.55242643974559,-3.611618455241652,14.704069734858532
941.3346194469798,1053.2413501674607,26.132359591310948,2.268212549100615,9.72693402990522
1017.1138111972182,1044.289425627924,88.22494051768977,-8.126979813598265,18.863856422720097
1106.5072004009312,1058.5394113617556,-85.12021506601572,10.337501630754465,27.190359367554866
978.1377194528725,1035.9649530009938,-17.636128314767646,-3.105086480472295,-2.1508641238426116
959.8722879204485,1044.047241542208,16.589042790418006,-2.9453424019713643,23.258641245207464
950.6665579238933,1071.4032907331707,-8.280542125965594,-0.4802855369689492,-5.79973067526103
1023.0606393833726,957.2137721160952,20.84300080489908,2.9039781421164697,13.760679399638635
980.01682630479,1014.7113644536283,-24.784688189387076,-10.813826983799254,-0.9358918584798568
905.0469816157669,931.1701117952092,-44.834221447094215,2.754261374552858,12.636886869279348
971.7910927412687,1013.6155682234763,81.09710292271328,5.347029940516588,1.1538533251653704
958.5003182577477,903.3244460937209,-24.781521036858848,-10.61452596676455,-6.506775158495879
966.6172024114238,988.3080289259037,-173.31870823897495,-8.611577907846126,12.974039151680728
1060.5583886093482,1016.9303645812038,-38.68657263031046,12.27779401007234,18.341515977698485
1034.498694475635,1093.5226862910263,-23.73398446250228,25.979167053464188,11.52111983035825
1032.0755741276994,939.0775034190841,16.109488975896948,9.987576594114257,-19.302061462411427
1018.1277425398667,1052.8432072038552,-10.95670357897415,0.8689563182352839,3.7271414435989048
1085.2157384361929,1098.1518882077125,-170.54946635767297,-17.49700482902932,16.52879807952758
1021.626045767333,945.803708105136,-101.26672311977599,10.514918184977137,6.691337941112437
1007.0958539938028,1012.4208544422385,-2.6976724318150778,5.896764010364939,-6.2306618822122966
1003.2686811464821,892.0355014985269,4.327411077882279,8.939046282957888,4.196211347817357
1048.3565999783445,993.0303103707022,-43.62217266254541,-10.555676846154418,5.831512014132546
1015.8711966700051,1074.4861917322614,-63.432621145584996,-14.335840911959487,-17.050206532394846
1078.2255943822333,1122.468907837839,146.4209999158219,14.002292965274243,24.553365380872766
979.4219384487428,958.0004744109499,-11.244257497026261,-0.5126297237297155,-5.168008957229767
1006.9599803276179,975.9815260988347,-10.512079063351282,-23.039833400024392,5.146131238725332
982.0919608283969,1048.7637199726073,25.79467569865408,-4.7840858244215125,8.305642247564467
993.1863499480173,1002.9998437000655,17.086761342139113,-1.713010440033632,9.439576292110294
1034.5215100828693,973.2600409667292,-79.46851097187168,-9.56681535323636,-0.571476842417409
1002.5801721270961,993.0856333713342,-113.52880076582301,-1.9489967909485104,-6.4722930070797595
1070.0464486227308,1036.05013691866,-293.10227303056894,38.37368867395554,-7.937098921320667
962.5879419516064,965.2631895685541,-17.635225552646194,17.19172352026223,-19.482132447807995
989.4004775330583,1001.9300229537114,63.05610899186745,17.986164677892045,-14.75840002357183
942.8758085961259,1072.9010884308839,-40.65812669150323,1.9467794075285252,10.768258270807168
957.8446187776289,967.4516679001489,-13.789642621799535,9.099178808115012,15.84187836448357
